+------+--------------------------+--------------------------+----------+
| Game |         Player 1         |         Player 2         |  Winner  |
| 740  |   [KC, QH, 9D, 4D, 3S]   |  [[JS, JH], 9H, 4H, 2C]  | Player 2 |
| 741  |   [KH, JC, TC, 7H, 4H]   |  [[7D, 7S], QS, 9S, 3H]  | Player 2 |
| 742  |  [[7D, 7H], AD, JH, 6C]  | [[4H, 4D], [3S, 3H], QH] | Player 2 |
| 743  |   [AS, JD, 6C, 5C, 2H]   |   [QC, JH, TC, 4D, 3C]   | Player 1 |
| 744  |   [AC, JD, 6H, 4C, 3H]   |  [[7D, 7H], AD, JC, 9H]  | Player 2 |
| 745  |  [[TC, TS], 8C, 4H, 2C]  |   [KS, JD, 9S, 6S, 2H]   | Player 1 |
| 746  |  [[QS, QC], 9S, 4C, 3H]  |  [[9H, 9D, 9C], KC, 6D]  | Player 2 |
| 747  |   [AD, QH, 8C, 5C, 2C]   |  [[8D, 8H], QD, JC, TH]  | Player 2 |
| 748  | [[QC, QD], [2C, 2S], 9C] |   [QS, JH, 8D, 4D, 3S]   | Player 1 |
| 749  |  [[7S, 7C], 9D, 3S, 2C]  |  [[TD, TC], JC, 9H, 3C]  | Player 2 |
| 750  |   [TS, 8H, 5C, 4C, 3C]   |   [8D, 7C, 6S, 4H, 2C]   | Player 1 |
| 751  |   [KS, TC, 7H, 4H, 2H]   |  [[AS, AH], QS, 3S, 2C]  | Player 2 |
| 752  |  [[2D, 2H, 2C], 8C, 4S]  |   [7D, 6S, 5S, 4C, 3S]   | Player 2 |
| 753  |  [[TH, TD], QC, 5D, 3C]  |  [[KD, KC, KS], AS, QS]  | Player 2 |
| 754  |  [[KD, KS], AH, 9H, 4D]  |   [JC, 7S, 6H, 5C, 4C]   | Player 1 |
| 755  |   [KC, QS, TC, 5C, 4H]   |   [AH, QH, JC, 9S, 2H]   | Player 2 |
| 756  |  [[3H, 3C], 9H, 5H, 4S]  |  [[QD, QC], JH, 8H, 2H]  | Player 2 |
| 757  |   [AS, 7H, 5D, 3D, 2C]   |  [[6H, 6S], JH, 7D, 4C]  | Player 2 |
| 758  | [[JD, JS], [9C, 9H], AH] |  [[8S, 8H], KS, QH, 3H]  | Player 1 |
| 759  |   [AC, QC, TS, 4D, 3S]   |  [[AD, AH], 9H, 8S, 3D]  | Player 2 |
| 760  |  [[9C, 9S], QS, 7H, 3H]  | [[AH, AC], [JH, JS], 5H] | Player 2 |
| 761  |   [AC, JD, 8D, 3C, 2H]   |   [9C, 8H, 7H, 5S, 4D]   | Player 1 |
| 762  |  [[JH, JS], 9H, 7C, 6C]  |  [[9S, 9D], 8C, 7H, 4H]  | Player 1 |
| 763  |   [AS, 9S, 6H, 4D, 2D]   |  [[JS, JH], AD, QD, 9H]  | Player 2 |
| 764  |   [AH, KH, JH, 7S, 6H]   |   [TD, 7H, 6S, 5S, 2C]   | Player 1 |
| 765  |  [[5H, 5S], JH, 8H, 6S]  |  [[9D, 9S], QC, TC, 4C]  | Player 2 |
| 766  |   [KD, 7D, 5H, 3H, 2C]   |   [AS, QD, JS, 7H, 4D]   | Player 2 |
| 767  |  [[TS, TH], QH, 8H, 6C]  | [[9C, 9D], [3C, 3H], 5H] | Player 2 |
| 768  |   [AD, KH, JS, 5D, 3H]   |  [[AS, AC], KC, 9S, 5C]  | Player 2 |
| 769  |   [KH, QS, JC, 8C, 2C]   |   [AH, KC, TC, 6D, 2D]   | Player 2 |
| 770  |   [9D, 7C, 4D, 3H, 2S]   |  [[KH, KS], 8D, 7D, 6D]  | Player 2 |
| 771  |   [AC, JH, TC, 9H, 2S]   |  [[3H, 3S], QC, 8H, 5S]  | Player 2 |
| 772  |   [AS, KD, 8H, 4C, 3S]   |   [QH, JH, TS, 7C, 3H]   | Player 1 |
| 773  |  [[7S, 7H], JH, 9D, 6D]  |  [[3D, 3S], AS, 6C, 4C]  | Player 1 |
| 774  | [[4S, 4C], [2H, 2C], 8S] |  [[QC, QD], KC, 8C, 5H]  | Player 1 |
| 775  | [[QS, QC], [3H, 3S], 6C] |  [[2D, 2C], 9D, 6S, 5D]  | Player 1 |
| 776  |  [[2H, 2S], JH, 8D, 3H]  |   [AD, 7S, 6C, 5C, 2D]   | Player 1 |
| 777  |   [QH, JS, 9H, 8S, 5D]   |   [AD, TS, 7S, 6S, 2H]   | Player 2 |
| 778  |   [QC, 9S, 7H, 6D, 5H]   |   [KC, JD, 7D, 5C, 4H]   | Player 2 |
| 779  |  [[9H, 9C], QC, 5S, 4D]  |   [KS, 7C, 6S, 4C, 2S]   | Player 1 |
| 780  |   [9H, 8D, 7C, 4H, 3S]   |   [JS, 8H, 7S, 6H, 5C]   | Player 2 |
| 781  |   [JS, TD, 6H, 4H, 2D]   |   [KC, JC, TH, 5H, 4D]   | Player 2 |
| 782  |   [AC, TH, 8D, 7C, 3H]   |  [[4C, 4D], KC, 9S, 2D]  | Player 2 |
| 783  |   [KD, QS, 9C, 7S, 3D]   |  [[4C, 4H], AD, KS, TS]  | Player 2 |
| 784  |   [QH, 9C, 8H, 7D, 2S]   |  [[KS, KD], 7H, 5D, 4C]  | Player 2 |
| 785  |  [[2S, 2H], JC, 9C, 6S]  |   [QC, JH, TC, 6C, 5C]   | Player 1 |
| 786  |  [[8H, 8S], AC, KC, 7S]  |  [[6H, 6S], QS, JC, 3D]  | Player 1 |
| 787  |  [[JS, JH], 8C, 4S, 2D]  |  [[6H, 6D], AD, 8H, 5D]  | Player 1 |
| 788  |   [9H, 7D, 6H, 4H, 2S]   |  [[AS, AC], 8H, 7C, 5S]  | Player 2 |
| 789  |   [JS, 6D, 5H, 4S, 3C]   |  [[2S, 2C], QH, 9C, 6S]  | Player 2 |
| 790  |   [9S, 6S, 5S, 4C, 3D]   | [[QS, QD], [8D, 8S], TC] | Player 2 |
| 791  |  [[9C, 9H], AH, 5S, 3D]  |   [AD, JC, 7D, 3S, 2C]   | Player 1 |
| 792  |   [AS, TC, 7H, 6S, 3C]   |  [[KH, KC], 9H, 7S, 6D]  | Player 2 |
| 793  |   [TC, 8H, 6S, 5H, 3S]   |   [AC, JH, 8C, 7D, 2S]   | Player 2 |
| 794  |  [[9D, 9C], QD, JC, 3S]  |  [[8C, 8H], KS, 5D, 4D]  | Player 1 |
| 795  |  [[JS, JD], AH, 9D, 6D]  | [[9H, 9S], [8C, 8H], 3H] | Player 2 |
| 796  |  [[4C, 4D], 8S, 6S, 2D]  |  [[AD, AH], TC, 9H, 4S]  | Player 2 |
| 797  |  [[TS, TH], AC, KC, QC]  |   [8C, 7S, 6D, 4H, 2H]   | Player 1 |
| 798  |   [QD, JS, 9D, 5S, 3C]   |   [AH, JC, TS, 9H, 2H]   | Player 2 |
| 799  |   [QH, 9C, 5D, 4D, 3H]   |   [JC, 7D, 5H, 4S, 3S]   | Player 1 |
| 800  |   [TH, 8S, 7C, 3H, 2H]   |  [[JD, JS], AC, TS, 8D]  | Player 2 |
| 801  |   [KC, JD, TD, 9C, 2H]   |  [[2S, 2C], AD, 8C, 5S]  | Player 2 |
| 802  |   [KD, 7C, 5H, 4D, 3D]   |  [[QH, QD], TC, 7D, 6H]  | Player 2 |
| 803  |  [[KC, KD], 7H, 5S, 2C]  |  [[QC, QH], AH, 7S, 6H]  | Player 1 |
| 804  |  [[5C, 5H], AC, 6H, 2C]  |  [[2D, 2S], TD, 9C, 7C]  | Player 1 |
| 805  |   [AH, 9D, 7C, 4D, 3D]   |  [[4H, 4C], KS, JD, 8C]  | Player 2 |
| 806  |   [QH, JS, TH, 8H, 3C]   |  [[QS, QC], AS, 4C, 3D]  | Player 2 |
| 807  |   [JH, 7S, 6D, 5H, 4D]   |   [KH, JS, 7D, 6H, 3C]   | Player 2 |
| 808  |  [[2H, 2C], QD, 8S, 7D]  |   [JC, 8C, 7C, 5H, 2S]   | Player 1 |
| 809  |   [QH, TC, 9D, 8S, 2H]   |   [AD, QD, 8D, 7C, 6S]   | Player 2 |
| 810  |   [AD, 9H, 7C, 3S, 2H]   |   [JD, TS, 9S, 4C, 2D]   | Player 1 |
| 811  |   [AS, QC, 4H, 3S, 2C]   | [[TD, TC], [8H, 8S], 7S] | Player 2 |
| 812  |  [[TH, TD], JH, 4D, 3S]  |  [[5S, 5D], QS, 4H, 2C]  | Player 1 |
| 813  |  [[QD, QH], TC, 8C, 6D]  | [[9S, 9D], [4S, 4H], QC] | Player 2 |
| 814  |  [[JS, JD], 9D, 8C, 6H]  |   [AD, QC, TD, 6S, 3H]   | Player 1 |
| 815  |   [KC, TD, 8S, 7C, 3D]   |   [9H, 8D, 7D, 4S, 3S]   | Player 1 |
| 816  |   [KD, 9D, 6C, 4S, 3D]   |  [[KC, KS], AC, TC, 5S]  | Player 2 |
| 817  |   [QH, JS, 7C, 6S, 3D]   |  [[6H, 6D], KD, 8C, 2D]  | Player 2 |
| 818  |   [JD, 8S, 5S, 4H, 2S]   |   [AC, TS, 6S, 5C, 2D]   | Player 2 |
| 819  |  [[5H, 5S], 8C, 4S, 3C]  |  [[3D, 3H], AS, 8D, 7C]  | Player 1 |
| 820  |  [[AS, AD], TS, 7C, 3H]  |  [[6C, 6H], QS, JC, 7D]  | Player 1 |
| 821  |   [AC, QH, 9S, 4C, 3S]   |  [[5H, 5D], TS, 9H, 4H]  | Player 2 |
| 822  |  [[7H, 7S], TD, 6C, 5C]  |  [[2H, 2S], AD, JD, 5S]  | Player 1 |
| 823  |   [KC, JD, 7D, 6C, 3S]   |  [[8D, 8S], KH, QS, TS]  | Player 2 |
| 824  |  [[8S, 8D], QS, TH, 6C]  |  [[AC, AH], 9S, 8H, 2C]  | Player 2 |
| 825  |   [KH, QH, TD, 8S, 7H]   |  [[AH, AS], JD, 4D, 3D]  | Player 2 |
| 826  |  [[2H, 2S], JC, TS, 3D]  |  [[JH, JS], KH, QC, 6C]  | Player 2 |
| 827  |   [KC, TH, 7S, 6H, 2D]   |   [QS, TC, 9D, 8C, 2S]   | Player 1 |
| 828  |   [KH, 9D, 8H, 6S, 3C]   |  [[2C, 2H], TH, 6D, 5D]  | Player 2 |
| 829  |   [AD, TC, 7D, 6H, 4D]   |  [[TS, TD], 9H, 8S, 7S]  | Player 2 |
| 830  |  [[JS, JD, JC], 6D, 2H]  |   [AC, KH, 8D, 6C, 3D]   | Player 1 |
| 831  |   [KH, JD, 9S, 5D, 4H]   |   [QS, 7S, 5C, 4C, 3H]   | Player 1 |
| 832  |  [[3S, 3C], JD, 5D, 4H]  |  [[QH, QS], KH, 7S, 4D]  | Player 2 |
| 833  |   [AH, QD, JD, TS, 8S]   |   [6H, 5S, 4C, 3S, 2C]   | Player 2 |
| 834  |   [AS, QS, JD, 8D, 3D]   |   [KS, QC, TH, 7C, 6S]   | Player 1 |
| 835  |  [[7S, 7H], QC, 8C, 2H]  |   [AC, KH, TH, 6D, 2D]   | Player 1 |
| 836  |  [[7H, 7D], KH, 6C, 5S]  |   [AH, 8C, 7S, 5C, 3D]   | Player 1 |
| 837  |   [AD, KD, 7D, 6C, 3C]   |  [[4D, 4S], KS, 8C, 2D]  | Player 2 |
| 838  |  [[2D, 2S], 8D, 7C, 5S]  |  [[AH, AD], TD, 9D, 2C]  | Player 2 |
| 839  |   [AD, KS, JH, 4S, 3C]   |   [TH, 9C, 8C, 7C, 5C]   | Player 1 |
| 840  |   [AS, JD, TD, 7C, 4D]   |   [QH, 9S, 8C, 5H, 3C]   | Player 1 |
| 841  |  [[9C, 9S], 8S, 6S, 3H]  |   [AH, KS, QD, JH, 5H]   | Player 1 |
| 842  |   [QC, 9C, 5S, 4H, 2H]   |   [AS, TD, 9D, 8C, 7D]   | Player 2 |
| 843  |   [KD, TC, 9D, 8C, 2C]   |  [[3D, 3C], KH, QC, 7S]  | Player 2 |
| 844  |  [[4D, 4C], AS, QS, 5S]  |   [KS, QH, JD, 9D, 6S]   | Player 1 |
| 845  |  [[6D, 6C], AH, 5H, 4C]  |   [TS, 9H, 7D, 5S, 3D]   | Player 1 |
| 846  |   [QS, JD, 9C, 8D, 7C]   |  [[6S, 6C], AC, KH, 3S]  | Player 2 |
| 847  |   [JH, 9S, 8H, 6D, 5D]   |   [AS, QC, 7H, 6S, 3S]   | Player 2 |
| 848  |   [AD, QD, JH, 5C, 2H]   |  [[AH, AS], KC, 4H, 2C]  | Player 2 |
| 849  |  [[2C, 2D], JH, 9C, 6H]  |   [KC, JS, 9H, 6D, 5D]   | Player 1 |
| 850  |   [KD, TH, 9D, 7D, 3H]   | [[AS, AD], [6S, 6H], QC] | Player 2 |
| 851  |   [KC, JD, 7D, 4H, 3H]   |  [[3C, 3D], QS, JS, TH]  | Player 2 |
| 852  |   [QD, 8C, 5H, 4C, 3H]   |  [[AS, AD], JD, 8H, 6H]  | Player 2 |
| 853  |   [KD, QC, TH, 8S, 5D]   |  [[5S, 5H], JS, TS, 7D]  | Player 2 |
| 854  |   [KC, QS, 9D, 7D, 3H]   |   [AH, TS, 7S, 6D, 3C]   | Player 2 |
| 855  |  [[7C, 7H], AH, QC, 4H]  |   [AC, TH, 6D, 5D, 4D]   | Player 1 |
| 856  |   [KD, 8H, 4H, 3C, 2S]   |  [[JH, JD], TC, 6C, 5H]  | Player 2 |
| 857  |  [[4S, 4H], JS, 8C, 3D]  |   [KD, QS, JH, TD, 7S]   | Player 1 |
| 858  |  [[7C, 7H], KD, QC, 4D]  |  [[TD, TC], AD, KH, 6S]  | Player 2 |
| 859  |   [KC, 9H, 5H, 4D, 3H]   |  [[6S, 6H], AD, QD, 3D]  | Player 2 |
| 860  |  [[TH, TS], QH, 7C, 6H]  |   [KC, TD, 6S, 5S, 2C]   | Player 1 |
| 861  |  [[JD, JH], 7C, 5S, 4D]  |  [[KD, KH], AC, 7D, 4H]  | Player 2 |
| 862  |  [[8D, 8H], 7D, 6C, 5C]  |  [[JH, JD], QD, TH, 8S]  | Player 2 |
| 863  |  [[7D, 7C], 9D, 8D, 6C]  |   [AS, KD, QH, JH, 5C]   | Player 1 |
| 864  |   [9S, 8C, 4C, 3C, 2C]   |   [KS, JH, 8D, 4H, 2D]   | Player 2 |
| 865  |   [KH, JH, 8H, 7S, 6C]   |   [AH, 9D, 6D, 3H, 2D]   | Player 2 |
| 866  |   [TC, 9C, 8D, 7H, 4D]   | [[KS, KD], [TD, TH], 3C] | Player 2 |
| 867  |   [AS, QD, JD, 9H, 8D]   | [[9D, 9C], [2C, 2S], KD] | Player 2 |
| 868  |   [KS, 8D, 7H, 5C, 3H]   |   [QH, 9H, 8C, 5H, 2D]   | Player 1 |
| 869  |  [[6D, 6C], QD, TH, 2D]  |  [[3H, 3S], AD, KC, 4C]  | Player 1 |
| 870  |  [[3H, 3C], JS, 9D, 4H]  |  [[QH, QC], JC, TC, 5H]  | Player 2 |
| 871  |  [[3D, 3S, 3C], 6H, 5C]  |   [QH, JC, 7S, 5S, 2S]   | Player 1 |
| 872  |  [[5C, 5D], AC, 8C, 4D]  |  [[3C, 3H], QD, 4H, 2S]  | Player 1 |
| 873  |   [AH, KD, TD, 9C, 2C]   |  [[QD, QC], JS, 6S, 4C]  | Player 2 |
| 874  |   [QS, TC, 8C, 4H, 3S]   |  [[JS, JC], AD, 7C, 3H]  | Player 2 |
| 875  |   [KS, JC, 9C, 5H, 4D]   | [[TD, TS], [9S, 9H], 8S] | Player 2 |
| 876  |  [[AS, AC], QD, TS, 7D]  |   [AH, TD, 8H, 6H, 2C]   | Player 1 |
| 877  |   [AD, 9H, 8C, 6S, 4S]   |  [[8D, 8S], KH, 9D, 3C]  | Player 2 |
| 878  |   [KH, QS, 7S, 4D, 2D]   |  [[JS, JC], AD, 4C, 3C]  | Player 2 |
| 879  |   [KC, QS, TD, 9S, 7H]   |  [[JS, JH], AC, TH, 5H]  | Player 2 |
| 880  |   [AC, QS, 7C, 6D, 2S]   |  [[KS, KH], AS, 6S, 5S]  | Player 2 |
| 881  |   [KH, QS, 8H, 6D, 3C]   |  [[9C, 9D], 6C, 5C, 2H]  | Player 2 |
| 882  |   [JS, 7D, 6H, 4C, 2C]   |   [AC, QD, JC, TD, 3H]   | Player 2 |
| 883  |  [[4H, 4C], QC, JD, 8H]  |  [[KD, KS, KC], 7S, 5C]  | Player 2 |
| 884  |  [[2D, 2S], QD, 6D, 3H]  |   [AS, TH, 7H, 6S, 5S]   | Player 1 |
| 885  |  [[8D, 8S], AS, 6D, 2C]  |   [AH, QD, JC, TD, 8H]   | Player 1 |
| 886  |  [[9C, 9H], QH, TD, 2D]  |   [TC, 8H, 5C, 3D, 2H]   | Player 1 |
| 887  |  [[KC, KH], 8S, 3D, 2S]  |  [[TS, TC], JH, 6S, 4D]  | Player 1 |
| 888  |  [[9H, 9D], AC, KC, QS]  |   [AH, 8D, 6H, 5D, 4D]   | Player 1 |
| 889  |   [QS, 9S, 7C, 5C, 4H]   |   [AD, JS, 8S, 7D, 2H]   | Player 2 |
| 890  |  [[AC, AS], 9S, 3D, 2C]  |  [[2D, 2H], KH, JC, 3H]  | Player 1 |
| 891  |   [KH, QH, JD, TC, 7H]   |  [[8H, 8D], KS, 5S, 4C]  | Player 2 |
| 892  |  [[2H, 2S], 7H, 5H, 3S]  |   [AS, KD, QS, 9H, 3C]   | Player 1 |
| 893  |   [AD, JD, 6H, 5S, 3D]   |  [[9C, 9S], AC, 6D, 3S]  | Player 2 |
| 894  |   [AC, 9C, 5D, 3D, 2D]   |  [[6C, 6S], AD, 4S, 2S]  | Player 2 |
| 895  |   [QC, 6S, 4C, 3H, 2D]   |  [[QH, QD], KC, JH, 2H]  | Player 2 |
| 896  |   [QC, 9S, 8S, 4D, 3C]   |  [[QS, QD], 8H, 5C, 2H]  | Player 2 |
| 897  |  [[6D, 6S], KD, 7H, 3S]  |   [KH, JC, 6C, 5C, 2H]   | Player 1 |
| 898  |   [TC, 9S, 8H, 6S, 3S]   |   [AD, TS, 8S, 7S, 2D]   | Player 2 |
| 899  |  [[3C, 3H], 9C, 6H, 5C]  |  [[QH, QD], JC, TD, 8H]  | Player 2 |
| 900  |   [QD, JS, TD, 5D, 3C]   |   [AS, KH, TH, 9H, 2C]   | Player 2 |
| 901  |   [JD, TC, 9S, 5C, 3D]   |   [AD, KC, QH, 9H, 5H]   | Player 2 |
| 902  |   [TC, 8H, 7H, 4H, 3H]   |   [AC, TD, 7C, 6S, 2S]   | Player 2 |
| 903  |   [QS, JC, 9D, 5D, 3C]   |   [KS, JH, 6C, 4D, 2S]   | Player 2 |
| 904  |   [TS, 9S, 7H, 6S, 3C]   |   [KD, 9C, 6D, 4C, 3D]   | Player 2 |
| 905  |  [[AH, AC], 9H, 7H, 2D]  |   [QC, JH, 7C, 3S, 2S]   | Player 1 |
| 906  |   [AC, QD, 9H, 3C, 2H]   | [[KD, KH], [8S, 8C], AS] | Player 2 |
| 907  |  [[TD, TH], 7S, 6D, 2D]  |   [JD, 8D, 5S, 4D, 2H]   | Player 1 |
| 908  |  [[QH, QS], KD, JD, 8S]  |   [KC, JH, 5H, 4D, 3S]   | Player 1 |
| 909  |   [KH, QC, 8H, 6D, 3C]   |   [AH, TD, 7D, 3S, 2D]   | Player 2 |
| 910  |   [QH, 9H, 6S, 5S, 4S]   | [[TS, TH], [6C, 6D], 7S] | Player 2 |
| 911  |  [[6C, 6D], QS, JS, 4C]  |  [[8D, 8S], TS, 9C, 3H]  | Player 2 |
| 912  |   [AS, JS, 7S, 5C, 2C]   |  [[AH, AD], TC, 5S, 2H]  | Player 2 |
| 913  |  [[9C, 9D], KD, TS, 6C]  |  [[2S, 2C], QD, JC, 4H]  | Player 1 |
| 914  |   [KC, QS, TC, 9H, 3H]   |   [AD, KS, TH, 4H, 3C]   | Player 2 |
| 915  | [[KH, KD], [9C, 9D], 2H] |   [KC, JH, TC, 7S, 2D]   | Player 1 |
| 916  |   [AS, KC, 8C, 7C, 3S]   |  [[9C, 9S], QH, 5D, 3H]  | Player 2 |
| 917  |  [[2D, 2H], TD, 8C, 4C]  |   [QC, TC, 7D, 5D, 2C]   | Player 1 |
| 918  |   [KS, QH, TD, 6C, 4D]   |   [AD, KH, 8D, 7C, 5D]   | Player 2 |
| 919  |  [[8S, 8C], 9S, 4C, 2S]  |  [[7C, 7H], QD, 6H, 3D]  | Player 1 |
| 920  |   [QH, TS, 8S, 6C, 5H]   |  [[2S, 2H], 5C, 4S, 3C]  | Player 2 |
| 921  |   [JC, 8S, 6S, 3S, 2H]   |   [9D, 8C, 7H, 3H, 2S]   | Player 1 |
| 922  |   [AC, QC, 9C, 8H, 2C]   |  [[4C, 4H], JD, 6S, 3S]  | Player 2 |
| 923  |  [[3H, 3S], 9S, 7D, 4C]  |   [JC, TC, 8H, 5H, 3D]   | Player 1 |
| 924  |  [[2S, 2D], KD, QH, 9S]  |  [[9H, 9C], AD, QD, 6D]  | Player 2 |
| 925  |   [KS, JC, 9S, 8D, 2D]   |  [[4C, 4S], KC, JD, TH]  | Player 2 |
| 926  |   [KH, TS, 6D, 5C, 4D]   |  [[AS, AD], KD, 9H, 5H]  | Player 2 |
| 927  |   [QD, JS, 7C, 6D, 5D]   | [[QH, QS], [5C, 5H], TH] | Player 2 |
| 928  |   [KH, QH, JH, 9D, 5H]   | [[TC, TH], [4C, 4D], 6C] | Player 2 |
| 929  |  [[KH, KD], AS, TS, 9D]  |   [9C, 8H, 7S, 5S, 4D]   | Player 1 |
| 930  |   [AS, KH, 9D, 7D, 2S]   |  [[TS, TH], AH, 7C, 4C]  | Player 2 |
| 931  |   [AC, KS, 9S, 8S, 4D]   |   [QH, TH, 9D, 8D, 5C]   | Player 1 |
| 932  |  [[5D, 5C], QS, TC, 8C]  |  [[3D, 3S], 8D, 4C, 2C]  | Player 1 |
| 933  |  [[KS, KC], 9D, 3C, 2D]  |   [KH, JC, 8C, 6C, 4S]   | Player 1 |
| 934  |  [[7D, 7S], AH, 8H, 6H]  |   [KC, QD, 6C, 4C, 3C]   | Player 1 |
| 935  |   [AS, QH, 8H, 3H, 2C]   |  [[4C, 4H], KC, 8C, 7D]  | Player 2 |
| 936  |   [QD, TD, 5S, 4H, 2C]   |   [AH, QH, JH, 8S, 4C]   | Player 2 |
| 937  |   [QS, JS, 8H, 5S, 3H]   | [[9H, 9C], [2S, 2C], 3S] | Player 2 |
| 938  |   [QD, JC, TS, 7S, 6H]   |   [AC, KC, TD, 5S, 3H]   | Player 2 |
| 939  |  [[QH, QS], AS, JC, 7D]  |  [[5C, 5S], KC, 4C, 2C]  | Player 1 |
| 940  |   [AS, QH, JS, 4H, 3D]   |   [JC, 9C, 8D, 7H, 2S]   | Player 1 |
| 941  |  [[4D, 4S], 9D, 5D, 2S]  |   [QS, 9C, 8H, 7H, 2D]   | Player 1 |
| 942  |   [JS, TS, 7H, 6D, 3H]   |   [AC, JH, 8S, 7C, 2D]   | Player 2 |
| 943  |   [KC, JH, TC, 5H, 3C]   |  [[9H, 9D], 8H, 5S, 4C]  | Player 2 |
| 944  |   [AD, KC, 9H, 8S, 5H]   |  [[KS, KH], AH, 9D, 8D]  | Player 2 |
| 945  |   [KS, JC, 9H, 6S, 2H]   |   [AH, QC, 9C, 5H, 3H]   | Player 2 |
| 946  |  [[5C, 5S], AD, KH, 6C]  |  [[9H, 9C], QC, JC, TD]  | Player 2 |
| 947  |  [[5S, 5D], QH, JC, 2D]  |   [KS, QS, TS, 8H, 2H]   | Player 1 |
| 948  |  [[5H, 5S], AH, JH, 7H]  |   [AS, KH, TD, 8S, 3C]   | Player 1 |
| 949  |   [JD, 6H, 4C, 3D, 2C]   |   [AH, KC, JH, 7S, 6C]   | Player 2 |
| 950  |   [AD, KS, 9D, 7S, 4C]   |   [KC, 9C, 8H, 7D, 3S]   | Player 1 |
| 951  |  [[5C, 5H], 8H, 7H, 3C]  |   [KH, QC, JC, 6D, 3D]   | Player 1 |
| 952  |   [QC, 7D, 5D, 4H, 2D]   |  [[AD, AH], QH, 9H, 8H]  | Player 2 |
| 953  |   [KD, JS, 9D, 8C, 3S]   |  [[2H, 2S], 6D, 5D, 3C]  | Player 2 |
| 954  |  [[6S, 6H], TS, 8S, 3C]  |   [TD, 8D, 6C, 5S, 3H]   | Player 1 |
| 955  |   [KS, JH, 9C, 7C, 3D]   |   [QS, 9S, 6H, 5S, 4H]   | Player 1 |
| 956  |   [KC, TH, 7S, 6S, 4S]   | [[KD, KS], [JC, JH], 3S] | Player 2 |
| 957  |   [QH, 7C, 6D, 3C, 2S]   |   [AH, 8H, 7S, 5H, 2C]   | Player 2 |
| 958  |  [[KC, KH], QD, 8D, 6D]  |  [[9D, 9C], 7H, 5C, 3D]  | Player 1 |
| 959  |   [JS, 9S, 8S, 6H, 2D]   |   [KC, TC, 7C, 6D, 2S]   | Player 2 |
| 960  |  [[KD, KC], JH, 9C, 7H]  |   [8S, 7S, 6H, 3D, 2S]   | Player 1 |
| 961  |  [[4H, 4C], 9H, 8H, 2D]  |  [[8S, 8D], 7H, 5S, 2H]  | Player 2 |
| 962  |  [[7C, 7S], AD, 5S, 3C]  |   [KH, JC, 9H, 4D, 3D]   | Player 1 |
| 963  |   [AS, 9C, 7D, 6D, 5D]   |  [[QH, QS], KH, JC, 4C]  | Player 2 |
| 964  |   [KD, QS, JD, 7D, 3D]   |  [[QC, QD], JS, 8S, 6D]  | Player 2 |
| 965  |   [QH, TH, 8C, 6S, 5S]   |  [[AS, AC], JD, 9H, 2C]  | Player 2 |
| 966  |  [[QC, QH], KS, 7S, 3C]  |  [[5C, 5D], AH, KC, 4C]  | Player 1 |
| 967  |   [AH, 9D, 6C, 4H, 2C]   |  [[3H, 3D], KD, TS, 5C]  | Player 2 |
| 968  |   [AS, QS, JS, TD, 8S]   |  [[KD, KS], AC, 4H, 3H]  | Player 2 |
| 969  |   [TS, 9H, 7D, 5D, 4H]   |   [QC, 9C, 8C, 4C, 2H]   | Player 2 |
| 970  |   [KS, 9H, 7D, 4D, 2C]   |   [AD, KD, QH, JS, 4C]   | Player 2 |
| 971  |  [[AD, AH], KH, QD, 9D]  |  [[JS, JC, JD], KD, 9H]  | Player 2 |
| 972  |   [TS, 8S, 7S, 4S, 3C]   |   [7C, 6H, 5C, 4D, 2S]   | Player 1 |
| 973  |   [KD, JS, 7S, 6D, 5C]   |   [QH, TD, 8S, 6S, 2H]   | Player 1 |
| 974  | [[TC, TD], [6C, 6H], QH] |   [QC, 9D, 8H, 4C, 2H]   | Player 1 |
| 975  |   [TS, 6H, 4D, 3D, 2H]   |  [[6S, 6C], 8S, 7H, 2C]  | Player 2 |
| 976  | [[JD, JH], [9H, 9D], 3S] |   [AH, 8S, 6S, 3H, 2C]   | Player 1 |
| 977  |   [QS, 8C, 5S, 3H, 2C]   |   [AD, 7D, 4S, 3C, 2S]   | Player 2 |
| 978  |  [[QC, QH], AS, TS, 5C]  |  [[4S, 4C], JS, 6S, 5H]  | Player 1 |
| 979  |   [JH, TD, 6H, 5C, 4C]   |  [[KD, KH], QS, JS, 4H]  | Player 2 |
| 980  |   [KH, JC, TC, 9H, 4D]   |  [[8D, 8H], KC, 9D, 3C]  | Player 2 |
| 981  |   [AD, TC, 9S, 8S, 2H]   |   [TS, 7H, 5C, 4H, 2C]   | Player 1 |
| 982  |   [KS, 6C, 5S, 4H, 2S]   |   [AH, KD, 9C, 8H, 7C]   | Player 2 |
| 983  | [[QH, QS], [TS, TD], 3C] |   [AH, JH, 8D, 7D, 2C]   | Player 1 |
| 984  |  [[5D, 5S], AC, KC, 3H]  |  [[4S, 4C], QS, 7H, 2H]  | Player 1 |
| 985  |   [KH, QC, JH, 7D, 3D]   | [[TD, TH], [6D, 6C], KD] | Player 2 |
| 986  |   [TH, 9D, 8D, 6C, 5S]   |   [KH, 9S, 8C, 7D, 6D]   | Player 2 |
